Bölüm,Kategori,Seri,Model,Kaynak Dosya,Özellikler
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-400-1,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 1 | C (uF): 3x6,63 | In (A): 1,4 | Boyutlar DxH (mm): 50x150 | Koli Boyutları (mm): 195x390x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 21 | Koli Ağırlığı (kg): 6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-400-1,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 1,5 | C (uF): 3x9,95 | In (A): 2,2 | Boyutlar DxH (mm): 50x150 | Koli Boyutları (mm): 195x390x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 21 | Koli Ağırlığı (kg): 7,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-400-2,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 2,5 | C (uF): 3x16,6 | In (A): 3,6 | Boyutlar DxH (mm): 60x150 | Koli Boyutları (mm): 195x390x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 18 | Koli Ağırlığı (kg): 8,8 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-400-5,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 5 | C (uF): 3x33,2 | In (A): 7,2 | Boyutlar DxH (mm): 75x175 | Koli Boyutları (mm): 190x285x325 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 5,3 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-400-7,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 7,5 | C (uF): 3x49,7 | In (A): 10,8 | Boyutlar DxH (mm): 75x265 | Koli Boyutları (mm): 190x285x345 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-400-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 10 | C (uF): 3x66,3 | In (A): 14,4 | Boyutlar DxH (mm): 75x265 | Koli Boyutları (mm): 190x285x345 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 12 | Koli Ağırlığı (kg): 15 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-450-0,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 0,5 | C (uF): 3x2,62 | In (A): 0,6 | Boyutlar DxH (mm): 50x150 | Koli Boyutları (mm): 195x360x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 21 | Koli Ağırlığı (kg): 5,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-450-1,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 1 | C (uF): 3x5,24 | In (A): 1,3 | Boyutlar DxH (mm): 50x150 | Koli Boyutları (mm): 195x360x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 21 | Koli Ağırlığı (kg): 6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-450-1,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 1,5 | C (uF): 3x7,86 | In (A): 1,9 | Boyutlar DxH (mm): 50x150 | Koli Boyutları (mm): 195x360x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 21 | Koli Ağırlığı (kg): 7,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-450-2,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 2,5 | C (uF): 3x13,1 | In (A): 3,2 | Boyutlar DxH (mm): 60x150 | Koli Boyutları (mm): 195x360x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 18 | Koli Ağırlığı (kg): 8,8 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-450-5,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 5 | C (uF): 3x26,2 | In (A): 6,4 | Boyutlar DxH (mm): 75x175 | Koli Boyutları (mm): 190x285x325 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 5,3 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,"ENT.CMD-450-7,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 7,5 | C (uF): 3x39,3 | In (A): 9,6 | Boyutlar DxH (mm): 75x265 | Koli Boyutları (mm): 190x285x345 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 12 | Koli Ağırlığı (kg): 7,6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CMD,ENT.CMD-450-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 10 | C (uF): 3x52,4 | In (A): 12,8 | Boyutlar DxH (mm): 75x265 | Koli Boyutları (mm): 190x285x345 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 12 | Koli Ağırlığı (kg): 15 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 3 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Dahili, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-400-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 10 | C (uF): 3x 66 | In (A): 14,4 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,"ENT.CXD.H-400-12,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 12,5 | C (uF): 3x 83 | In (A): 18 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,3 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-400-15,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 15 | C (uF): 3x 99 | In (A): 21,7 | Boyutlar DxH (mm): 85x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-400-20,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 20 | C (uF): 3x 133 | In (A): 28,9 | Boyutlar DxH (mm): 90x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 8,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-400-25,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 25 | C (uF): 3x 166 | In (A): 36,1 | Boyutlar DxH (mm): 116x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 8,6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-400-30,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 400 VAC (kVAr): 30 | C (uF): 3x 199 | In (A): 43,3 | Boyutlar DxH (mm): 116x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 8,7 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-450-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 10 | C (uF): 3x 52 | In (A): 12,8 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,"ENT.CXD.H-450-12,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 12,5 | C (uF): 3x 65 | In (A): 16 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,3 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-450-15,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 15 | C (uF): 3x 79 | In (A): 19,2 | Boyutlar DxH (mm): 85x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-450-20,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 20 | C (uF): 3x 105 | In (A): 25,7 | Boyutlar DxH (mm): 90x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 8,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-450-25,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 25 | C (uF): 3x 131 | In (A): 32,1 | Boyutlar DxH (mm): 100x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 9,2 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-450-30,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 450 VAC (kVAr): 30 | C (uF): 3x 157 | In (A): 38,5 | Boyutlar DxH (mm): 116x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 8,7 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-525-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 10 | C (uF): 3x 157 | In (A): 11 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn. | Not: Katalogda C=3x157 uF basılı; Q=10 kVAr ve In=11 A ile fiziksel tutarlı değer ~3x37 uF (olası katalog dizgi hatası)"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,"ENT.CXD.H-525-12,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 12,5 | C (uF): 3x 48 | In (A): 13,7 | Boyutlar DxH (mm): 75x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 6,3 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-525-15,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 15 | C (uF): 3x 58 | In (A): 16,5 | Boyutlar DxH (mm): 85x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,1 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-525-20,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 20 | C (uF): 3x 77 | In (A): 22 | Boyutlar DxH (mm): 90x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 8,5 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-525-25,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 25 | C (uF): 3x 96 | In (A): 27,5 | Boyutlar DxH (mm): 100x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 9,2 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD.H,ENT.CXD.H-525-30,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 80.000 Saat | Qn 525 VAC (kVAr): 30 | C (uF): 3x 115 | In (A): 33 | Boyutlar DxH (mm): 116x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 8,7 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: Harici, 60 sn."
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-5,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 5 | C (uF): 3x33 | In (A): 7,2 | Boyutlar DxH (mm): 75x165 | Koli Boyutları (mm): 195x390x255 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 5,4 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici | Not: Katalogda '195x390xx255' basılı"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,"ENT.CXD-400-7,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 8 | C (uF): 3x49 | In (A): 10,8 | Boyutlar DxH (mm): 75x255 | Koli Boyutları (mm): 185x290x270 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,9 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici | Not: Katalogda ürün kodu ile Qn değeri farklı (kod esas alındı)"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-10,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 10 | C (uF): 3x66 | In (A): 14,4 | Boyutlar DxH (mm): 75x255 | Koli Boyutları (mm): 185x290x270 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 7,9 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,"ENT.CXD-400-12,5",ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 13 | C (uF): 3x83 | In (A): 18 | Boyutlar DxH (mm): 85x255 | Koli Boyutları (mm): 185x290x270 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 9,6 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici | Not: Katalogda ürün kodu ile Qn değeri farklı (kod esas alındı)"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-15,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 15 | C (uF): 3x100 | In (A): 21,7 | Boyutlar DxH (mm): 90x255 | Koli Boyutları (mm): 185x290x270 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 10,8 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-20,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 20 | C (uF): 3x133 | In (A): 28,9 | Boyutlar DxH (mm): 100x255 | Koli Boyutları (mm): 225x340x225 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 6 | Koli Ağırlığı (kg): 13,2 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-25,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 25 | C (uF): 3x166 | In (A): 36,1 | Boyutlar DxH (mm): 116x255 | Koli Boyutları (mm): 330x340x225 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 11,9 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-30,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 30 | C (uF): 3x199 | In (A): 43,3 | Boyutlar DxH (mm): 116x290 | Koli Boyutları (mm): 330x340x225 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 13,4 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-40,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 40 | C (uF): 3x265 | In (A): 57,7 | Boyutlar DxH (mm): 116x370 | Koli Boyutları (mm): 270x270x450 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 15 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici"
Kompanzasyon,Alçak Gerilim Güç Kondansatörleri,ENT.CXD,ENT.CXD-400-50,ag_guc_kondansatorleri.csv,"Faz: Üç Fazlı | Ömür: 110.000 Saat | Qn 400 VAC (kVAr): 50 | C (uF): 3x332 | In (A): 72,2 | Boyutlar DxH (mm): 125x370 | Koli Boyutları (mm): 270x270x451 | Çalışma Sıcaklığı: -25°C+55°C | Kolideki Adet: 4 | Koli Ağırlığı (kg): 16 | Dielektrik Kayıp: ≤0,2 W/kVAr | İzin Verilen Aşırı Akım: 4 x In | Maks. Kalkış Akımı: 200 In | Koruma Sınıfı: IP20 | Deşarj Direnci: 50V üstü Harici | Not: Koli ölçüsü katalogda artan son hane ile basılı (450-455); olası dizgi hatası"
